日期時間,土壤溫度 (°C),土壤濕度 (%),土壤導電度 (μS/cm),淋溶液水位 (mm),淋溶液導電度 (μS/cm),淋溶液溫度 (°C),雨量 (mm),左區日灌溉量(L),右區日灌溉量(L)
2017-03-12 15:00:00,27.5,20.9,0,9,0,24.6,0,0,0,
2017-03-12 16:00:00,28.6,20.9,0,10,0,24.6,0,0,0,
2017-03-12 17:00:00,29.2,21,0,9,0,24.6,0,0,0,
2017-03-12 18:00:01,29.7,21.1,0,8,0,24.6,0,0,0,
2017-03-12 19:00:01,29.8,21.1,0,8,0,24.6,0,0,0,
2017-03-12 20:00:02,29.5,21.1,0,8,0,24.6,0,0,0,
2017-03-12 21:00:02,29.1,21,0,9,0,24.6,0,0,0,
2017-03-12 22:00:00,28.7,20.9,0,8,0,24.6,0,0,0,
2017-03-12 23:00:00,28.4,20.9,0,9,0,24.6,0,0,0,
2017-03-13 00:00:00,27.9,20.9,0,9,0,24.6,0,0,0,
2017-03-14 16:20:02,26.5,20.6,0,9,0,24.6,0,0,0,
2017-03-14 17:00:00,26.5,20.7,0,8,0,24.6,0,0,0,
2017-03-14 18:00:00,26.4,20.6,0,9,0,24.6,0,0,0,
2017-03-14 19:00:01,26.2,20.6,0,9,0,24.6,0,0,0,
2017-03-14 20:00:02,26,20,0,10,0,24.6,0,0,0,
2017-03-14 21:00:02,25.7,20,0,9,0,24.6,0,0,0,
2017-03-14 22:00:00,25.4,20.1,0,10,0,24.6,0,0,0,
2017-03-14 23:00:00,25.2,20,0,9,0,24.6,0,0,0,
2017-03-15 00:00:01,25,20,0,10,0,24.6,0,0,0,
2017-03-15 01:00:02,24.9,20,0,9,0,24.6,0,0,0,
2017-03-15 02:00:00,24.6,20,0,10,0,24.6,0,0,0,
2017-03-15 03:00:00,24.5,20,0,9,0,24.6,0,0,0,
2017-03-15 04:00:01,24.3,20,0,9,0,24.6,0,0,0,
2017-03-15 05:00:02,24.2,20,0,11,0,24.6,0,0,0,
2017-03-15 06:00:02,24,20,0,9,0,24.6,0,0,0,
2017-03-15 07:00:00,23.9,19.9,0,9,0,24.6,0,0,0,
2017-03-15 08:00:00,23.8,19.8,0,9,0,24.6,0,0,0,
2017-03-15 09:00:01,23.7,19.9,0,10,0,24.6,0,0,0,
2017-03-15 10:00:01,23.6,20,0,9,0,24.6,0,0,0,
2017-03-15 11:00:02,23.6,20.1,0,8,0,24.6,0,0,0,
2017-03-15 12:00:03,23.6,20.2,0,9,0,24.6,0,0,0,
2017-03-15 13:00:00,23.7,20.2,0,9,0,24.6,0,0,0,
2017-03-15 14:00:01,23.8,20.3,0,8,0,24.6,0,0,0,
2017-03-15 15:00:01,24,20.3,0,9,0,24.6,0,0,0,
2017-03-15 16:00:02,24.3,20.3,0,10,0,24.6,0,0,0,
2017-03-15 17:00:02,24.5,20.4,0,8,0,24.6,0,0,0,
2017-03-15 18:00:00,24.5,20.4,0,8,0,24.6,0,0,0,
2017-03-15 19:00:00,24.4,20.4,0,8,0,24.6,0,0,0,
2017-03-15 20:00:01,24.2,20.4,0,9,0,24.6,0,0,0,
2017-03-15 21:00:01,24.1,20.3,0,9,0,24.6,0,0,0,
2017-03-15 22:00:02,24,20,0,9,0,24.6,0,0,0,
2017-03-15 23:00:03,23.8,20,0,9,0,24.6,0,0,0,
2017-03-16 00:00:00,23.7,20,0,10,0,24.6,0,0,0,
2017-03-16 01:00:03,23.5,20,0,10,0,24.6,0,0,0,
2017-03-16 02:00:00,23.4,20,0,10,0,24.6,0,0,0,
2017-03-16 03:00:01,23.4,19.9,0,10,0,24.6,0,0,0,
2017-03-16 04:00:01,23.3,19.8,0,10,0,24.6,0,0,0,
2017-03-16 05:00:02,23.2,19.8,0,9,0,24.6,0,0,0,
2017-03-16 06:00:02,23,19.8,0,9,0,24.6,0,0,0,
2017-03-16 07:00:00,23,19.9,0,9,0,24.6,0,0,0,
2017-03-16 08:00:01,22.9,19.9,0,9,0,24.6,0,0,0,
2017-03-16 09:00:01,22.8,20,0,9,0,24.6,0,0,0,
2017-03-16 10:00:02,23,20.1,0,9,0,24.6,0,0,0,
2017-03-16 11:00:02,23.2,20.2,0,9,0,24.6,0,0,0,
2017-03-16 12:00:00,23.5,20.3,0,9,0,24.6,0,0,0,
2017-03-16 13:00:00,23.8,20.3,0,9,0,24.6,0,0,0,
2017-03-16 14:00:01,23.9,20.3,0,10,0,24.6,0,0,0,
2017-03-16 15:00:01,23.9,20.3,0,9,0,24.6,0,0,0,
2017-03-16 16:00:02,23.9,20.2,0,8,0,24.6,0,0,0,
2017-03-16 17:00:03,23.8,20.3,0,10,0,24.6,0,0,0,
2017-03-16 18:00:00,23.8,20.2,0,8,0,24.6,0,0,0,
2017-03-16 19:00:01,23.7,20.2,0,8,0,24.6,0,0,0,
2017-03-16 20:00:01,23.5,20.2,0,9,0,24.6,0,0,0,
2017-03-16 21:00:02,23.4,20.2,0,8,0,24.6,0,0,0,
2017-03-16 22:00:02,23.3,20.2,0,9,0,24.6,0,0,0,
2017-03-16 23:00:00,23.2,20.1,0,9,0,24.6,0,0,0,
2017-03-17 00:00:00,23,20.1,0,9,0,24.6,0,0,0,
2017-03-17 01:00:02,22.9,20.2,0,7,0,24.6,0,0,0,
2017-03-17 02:00:00,22.9,20.1,0,8,0,24.6,0,0,0,
2017-03-17 03:00:00,22.8,20.1,0,9,0,24.6,0,0,0,
2017-03-17 04:00:01,22.7,20.1,0,8,0,24.6,0,0,0,
2017-03-17 05:00:01,22.6,20.1,0,9,0,24.6,0,0,0,
2017-03-17 06:00:02,22.5,20.1,0,9,0,24.6,0,0,0,
2017-03-17 07:00:00,22.5,20.1,0,10,0,24.6,0,0,0,
2017-03-17 08:00:00,22.5,20.1,0,9,0,24.6,0,0,0,
2017-03-17 09:00:01,22.5,20.2,0,9,0,24.6,0,0,0,
2017-03-17 10:00:01,22.9,20.2,0,9,0,24.6,0,0,0,
2017-03-17 11:00:02,23.2,20.3,0,9,0,24.6,0,0,0,
2017-03-17 12:00:00,23.8,20.4,0,8,0,24.6,0,0,0,
2017-03-17 13:00:00,24.2,20.4,0,8,0,24.6,0,0,0,
2017-03-17 14:00:01,24.5,20.5,0,9,0,24.6,0,0,0,
2017-03-17 15:00:01,24.6,20.5,0,9,0,24.6,0,0,0,
2017-03-17 16:00:02,24.8,20.5,0,8,0,24.6,0,0,0,
2017-03-17 17:00:02,25,20.5,0,9,0,24.6,0,0,0,
2017-03-17 18:00:00,25.1,20.5,0,8,0,24.6,0,0,0,
2017-03-17 19:00:01,25,20.5,0,9,0,24.6,0,0,0,
2017-03-17 20:00:01,24.9,20.5,0,8,0,24.6,0,0,0,
2017-03-17 21:00:02,24.8,20.5,0,8,0,24.6,0,0,0,
2017-03-17 22:00:02,24.6,20.5,0,10,0,24.6,0,0,0,
2017-03-17 23:00:00,24.4,20.4,0,9,0,24.6,0,0,0,
2017-03-18 00:00:01,24.2,20.4,0,9,0,24.6,0,0,0,
2017-03-18 01:00:02,24.1,20.4,0,8,0,24.6,0,0,0,
2017-03-18 02:00:00,23.8,20.3,0,10,0,24.6,0,0,0,
2017-03-18 03:00:00,23.6,20.3,0,9,0,24.6,0,0,0,
2017-03-18 04:00:01,23.4,20.3,0,9,0,24.6,0,0,0,
2017-03-18 05:00:02,23.2,20.2,0,9,0,24.6,0,0,0,
2017-03-18 06:00:02,23,20.2,0,8,0,24.6,0,0,0,
2017-03-18 07:00:00,22.9,20.2,0,8,0,24.6,0,0,0,
2017-03-18 08:00:00,22.8,20.2,0,9,0,24.6,0,0,0,
2017-03-18 09:00:01,22.8,20.2,0,9,0,24.6,0,0,0,
2017-03-18 10:00:02,22.9,20.3,0,7,0,24.6,0,0,0,
2017-03-18 11:00:02,23.3,20.4,0,7,0,24.6,0,0,0,
2017-03-18 12:00:00,24,20.4,0,7,0,24.6,0,0,0,
2017-03-18 13:00:01,24.8,20.5,0,8,0,24.6,0,0,0,
2017-03-18 14:00:01,25.6,20.6,0,8,0,24.6,0,0,0,
2017-03-18 15:00:02,26.1,20.7,0,9,0,24.7,0,0,0,
2017-03-18 16:00:02,26.3,20.7,0,9,0,24.6,0,0,0,
2017-03-18 17:00:01,26.3,20.7,0,10,0,24.7,0,0,0,
2017-03-18 18:00:01,26.3,20.7,0,8,0,24.7,0,0,0,
2017-03-18 19:00:02,26.1,20.7,0,10,0,24.7,0,0,0,
2017-03-18 20:00:03,25.9,20.7,0,8,0,24.7,0,0,0,
2017-03-18 21:00:00,25.7,20.7,0,9,0,24.7,0,0,0,
2017-03-18 22:00:01,25.6,20.6,0,8,0,24.7,0,0,0,
2017-03-18 23:00:01,25.4,20.5,0,9,0,24.7,0,0,0,
2017-03-19 00:00:02,25.2,20.5,0,8,0,24.7,0,0,0,
2017-03-19 01:00:01,25,20.5,0,9,0,24.7,0,0,0,
2017-03-19 02:00:01,24.9,20.5,0,9,0,24.7,0,0,0,
2017-03-19 03:00:02,24.8,20.5,0,10,0,24.7,0,0,0,
2017-03-19 04:00:03,24.6,20.5,0,9,0,24.7,0,0,0,
2017-03-19 05:00:00,24.5,20.4,0,10,0,24.7,0,0,0,
2017-03-19 06:00:01,24.4,20.4,0,9,0,24.7,0,0,0,
2017-03-19 07:00:01,24.2,20.4,0,9,0,24.7,0,0,0,
2017-03-19 08:00:02,24.1,20.4,0,10,0,24.7,0,0,0,
2017-03-19 09:00:00,24.1,20.4,0,8,0,24.7,0,0,0,
2017-03-19 10:00:00,24.2,20.4,0,8,0,24.7,0,0,0,
2017-03-19 11:00:01,24.6,20.5,0,9,0,24.7,0,0,0,
2017-03-19 12:00:02,25.2,20.5,0,8,0,24.7,0,0,0,
2017-03-19 13:00:02,25.9,20.7,0,9,0,24.7,0,0,0,
2017-03-19 14:00:00,26.5,20.7,0,8,0,24.7,0,0,0,
2017-03-19 15:00:01,26.8,20.7,0,8,0,24.7,0,0,0,
2017-03-19 16:00:01,26.8,20.3,0,9,0,24.7,0,0,0,
2017-03-19 17:00:02,26.7,20.4,0,8,0,24.7,0,0,0,
2017-03-19 18:00:03,26.5,20.4,0,9,0,24.7,0,0,0,
2017-03-19 19:00:00,26.3,20.3,0,9,0,24.7,0,0,0,
2017-03-19 20:00:01,26,20.3,0,9,0,24.7,0,0,0,
2017-03-19 21:00:02,25.8,20.3,0,8,0,24.7,0,0,0,
2017-03-19 22:00:02,25.6,20.3,0,10,0,24.7,0,0,0,
2017-03-19 23:00:00,25.4,20.3,0,7,0,24.7,0,0,0,
2017-03-20 00:00:01,25.3,20.2,0,9,0,24.7,0,0,0,
2017-03-20 01:00:02,25.2,20.2,0,9,0,24.7,0,0,0,
2017-03-20 02:00:00,25,20.2,0,10,0,24.7,0,0,0,
2017-03-20 03:00:01,24.9,20.2,0,8,0,24.7,0,0,0,
2017-03-20 04:00:01,24.8,20.2,0,8,0,24.7,0,0,0,
2017-03-20 05:00:02,24.6,20.1,0,8,0,24.7,0,0,0,
2017-03-20 06:00:00,24.5,20.1,0,8,0,24.7,0,0,0,
2017-03-20 07:00:00,24.4,20.1,0,9,0,24.7,0,0,0,
2017-03-20 08:00:01,24.2,20.2,0,8,0,24.7,0,0,0,
2017-03-20 09:00:02,24.2,20.2,0,8,0,24.7,0,0,0,
2017-03-20 10:00:02,24.4,20.3,0,8,0,24.7,0,0,0,
2017-03-20 11:00:00,24.9,20.4,0,7,0,24.7,0,0,0,
2017-03-20 12:00:01,25.6,20.5,0,9,0,24.7,0,0,0,
2017-03-20 13:00:01,26.3,20.6,0,9,0,24.7,0,0,0,
2017-03-20 14:00:02,26.9,20.7,0,9,0,24.7,0,0,0,
2017-03-20 15:00:00,27.3,20.7,0,8,0,24.7,0,0,0,
2017-03-20 16:00:00,27.5,20.7,0,8,0,24.7,0,0,0,
2017-03-20 17:00:01,27.5,20.7,0,8,0,24.7,0,0,0,
2017-03-20 18:00:02,27.4,20.7,0,8,0,24.7,0,0,0,
2017-03-20 19:00:02,27.3,20.7,0,8,0,24.7,0,0,0,
2017-03-20 20:00:00,27.1,20.7,0,9,0,24.7,0,0,0,
2017-03-20 21:00:01,26.8,20.6,0,9,0,24.7,0,0,0,
2017-03-20 22:00:01,26.6,20.6,0,8,0,24.7,0,0,0,
2017-03-20 23:00:02,26.5,20.5,0,8,0,24.7,0,0,0,
2017-03-21 00:00:00,26.3,20.5,0,8,0,24.7,0,0,0,
2017-03-21 01:00:01,26,20.5,0,8,0,24.7,0,0,0,
2017-03-21 02:00:02,25.9,20.5,0,8,0,24.7,0,0,0,
2017-03-21 03:00:00,25.6,20.4,0,7,0,24.7,0,0,0,
2017-03-21 04:00:00,25.4,20.4,0,7,0,24.7,0,0,0,
2017-03-21 05:00:01,25.2,20.4,0,7,0,24.7,0,0,0,
2017-03-21 06:00:02,25,20.4,0,8,0,24.7,0,0,0,
2017-03-21 07:00:02,24.9,20.4,0,7,0,24.7,0,0,0,
2017-03-21 08:00:00,24.8,20.4,0,8,0,24.7,0,0,0,
2017-03-21 09:00:01,24.8,20.4,0,8,0,24.7,0,0,0,
2017-03-21 10:00:01,25,20.4,0,8,0,24.7,0,0,0,
2017-03-21 11:00:02,25.5,20.5,0,8,0,24.7,0,0,0,
2017-03-21 12:00:00,26.3,20.6,0,8,0,24.7,0,0,0,
2017-03-21 13:00:00,26.9,20.7,0,7,0,24.7,0,0,0,
2017-03-21 14:00:01,27.3,20.7,0,6,0,24.7,0,0,0,
2017-03-21 15:00:02,27.5,20.7,0,8,0,24.7,0,0,0,
2017-03-21 16:00:02,27.7,20.7,0,8,0,24.7,0,0,0,
2017-03-21 17:00:00,27.8,20.7,0,8,0,24.7,0,0,0,
2017-03-21 18:00:01,27.8,20.7,0,7,0,24.7,0,0,0,
2017-03-21 19:00:01,27.6,20.7,0,7,0,24.7,0,0,0,
2017-03-21 20:00:02,27.4,20.7,0,7,0,24.7,0,0,0,
2017-03-21 21:00:03,27.2,20.6,0,7,0,24.7,0,0,0,
2017-03-21 22:00:00,27,20.6,0,8,0,24.7,0,0,0,
2017-03-21 23:00:01,26.8,20.5,0,8,0,24.7,0,0,0,
2017-03-22 00:00:01,26.5,20.5,0,8,0,24.7,0,0,0,
2017-03-22 01:00:00,26.3,20.5,0,8,0,24.7,0,0,0,
2017-03-22 02:00:01,26,20.5,0,7,0,24.7,0,0,0,
2017-03-22 03:00:01,25.8,20.4,0,9,0,24.7,0,0,0,
2017-03-22 04:00:02,25.7,20.4,0,9,0,24.7,0,0,0,
2017-03-22 05:00:00,25.5,20.4,0,7,0,24.7,0,0,0,
2017-03-22 06:00:00,25.3,20.4,0,8,0,24.7,0,0,0,
2017-03-22 07:00:01,25.1,20.3,0,7,0,24.7,0,0,0,
2017-03-22 08:00:02,25,20.3,0,7,0,24.7,0,0,0,
2017-03-22 09:00:03,24.9,20.3,0,9,0,24.7,0,0,0,
2017-03-22 10:00:00,25.1,20.4,0,8,0,24.8,0,0,0,
2017-03-22 11:00:01,25.5,20.4,0,9,0,24.8,0,0,0,
2017-03-22 12:00:02,26.3,20.5,0,8,0,24.8,0,0,0,
2017-03-22 13:00:02,27.1,20.6,0,9,0,24.7,0,0,0,
2017-03-22 14:00:00,28,20.7,0,6,0,24.7,0,0,0,
2017-03-22 15:00:01,28.9,20.8,0,8,0,24.7,0,0,0,
2017-03-22 16:00:01,29.4,20.9,0,8,0,24.7,0,0,0,
2017-03-22 17:00:02,29.7,20.9,0,8,0,24.8,0,0,0,
2017-03-22 18:00:03,29.6,20.9,0,8,0,24.8,0,0,0,
2017-03-22 19:00:00,29.4,20.9,0,8,0,24.7,0,0,0,
2017-03-22 20:00:01,29.1,20.8,0,6,0,24.8,0,0,0,
2017-03-22 21:00:02,28.8,20.7,0,8,0,24.7,0,0,0,
2017-03-22 22:00:02,28.5,20.7,0,8,0,24.8,0,0,0,
2017-03-22 23:00:00,28.2,20.2,0,7,0,24.7,0,0,0,
2017-03-23 00:00:00,27.9,20.2,0,7,0,24.8,0,0,0,
2017-03-23 01:00:02,27.5,20.2,0,7,0,24.8,0,0,0,
2017-03-23 02:00:00,27.2,20.2,0,7,0,24.8,0,0,0,
2017-03-23 03:00:01,26.9,20.2,0,8,0,24.8,0,0,0,
2017-03-23 04:00:01,26.7,20.2,0,8,0,24.7,0,0,0,
2017-03-23 05:00:02,26.4,20.2,0,8,0,24.8,0,0,0,
2017-03-23 06:00:03,26.1,20.2,0,7,0,24.8,0,0,0,
2017-03-23 07:00:00,25.9,20.2,0,6,0,24.8,0,0,0,
2017-03-23 08:00:01,25.8,20.2,0,7,0,24.8,0,0,0,
2017-03-23 09:00:02,25.7,20.2,0,8,0,24.8,0,0,0,
2017-03-23 10:00:02,25.8,20.3,0,8,0,24.8,0,0,0,
2017-03-23 11:00:00,26.5,20.4,0,8,0,24.8,0,0,0,
2017-03-23 12:00:01,27.3,20.5,0,8,0,24.8,0,0,0,
2017-03-23 13:00:01,28.4,20.6,0,8,0,24.8,0,0,0,
2017-03-23 14:00:02,29.3,20.7,0,7,0,24.8,0,0,0,
2017-03-23 15:00:00,30.3,20.8,0,8,0,24.8,0,0,0,
2017-03-23 16:00:00,30.9,20.9,0,7,0,24.8,0,0,0,
2017-03-23 17:00:01,31.2,20.9,0,8,0,24.8,0,0,0,
2017-03-23 18:00:02,31.2,20.9,0,9,0,24.8,0,0,0,
2017-03-23 19:00:03,30.9,20.9,0,7,0,24.8,0,0,0,
2017-03-23 20:00:00,30.5,20.8,0,9,0,24.8,0,0,0,
2017-03-23 21:00:01,30.1,20.7,0,10,0,24.8,0,0,0,
2017-03-23 22:00:01,29.7,20.7,0,7,0,24.8,0,0,0,
2017-03-23 23:00:02,29.2,20.6,0,8,0,24.8,0,0,0,
2017-03-24 00:00:00,28.9,20.6,0,8,0,24.8,0,0,0,
2017-03-24 01:00:01,28.6,20.5,0,8,0,24.8,0,0,0,
2017-03-24 02:00:02,28.4,20.5,0,9,0,24.8,0,0,0,
2017-03-24 03:00:00,28,20.5,0,8,0,24.8,0,0,0,
2017-03-24 04:00:00,27.8,20.5,0,9,0,24.8,0,0,0,
2017-03-24 05:00:01,27.5,20.5,0,8,0,24.8,0,0,0,
2017-03-24 06:00:02,27.3,20.4,0,9,0,24.8,0,0,0,
2017-03-24 07:00:02,27.1,20.4,0,8,0,24.8,0,0,0,
2017-03-24 08:00:00,26.9,20.4,0,9,0,24.8,0,0,0,
2017-03-24 09:00:01,26.9,20.4,0,8,0,24.8,0,0,0,
2017-03-24 10:00:01,27,20.5,0,8,0,24.8,0,0,0,
2017-03-24 11:00:02,27.4,20.5,0,9,0,24.8,0,0,0,
2017-03-24 12:00:00,27.9,20.5,0,9,0,24.8,0,0,0,
2017-03-24 13:00:00,28.5,20.5,0,8,0,24.8,0,0,0,
2017-03-24 14:00:01,28.8,20.6,0,8,0,24.8,0,0,0,
2017-03-24 15:00:02,29.1,20.6,0,8,0,24.8,0,0,0,
2017-03-27 09:30:01,22.8,20.6,0,9,0,24.7,0,0,0,
2017-03-27 10:00:00,22.9,20.6,0,8,0,24.8,0,0,0,
2017-03-27 11:00:01,23.2,20.7,0,9,0,24.8,0,0,0,
2017-03-27 12:00:02,23.6,20.7,0,8,0,24.8,0,0,0,
2017-03-27 13:00:00,24,20.7,0,8,0,24.9,0,0,0,
2017-03-27 14:00:01,24.4,20.8,0,8,0,24.9,0,0,0,
2017-03-27 15:00:02,24.8,20.8,0,9,0,24.9,0,0,0,
2017-03-27 16:00:02,25.1,20.9,0,8,0,24.9,0,0,0,
2017-03-27 17:00:00,25.4,20.9,0,9,0,24.9,0,0,0,
2017-03-27 18:00:01,25.5,21,0,10,0,24.9,0,0,0,
2017-03-27 19:00:02,25.6,21,0,9,0,24.9,0,0,0,
2017-03-27 20:00:00,25.5,20.9,0,8,0,24.9,0,6,1,
2017-04-08 11:00:00,25.3,21.2,0,10,0,25.1,0,2458,0,
2017-04-08 12:00:02,25.7,21.2,0,9,0,25.1,0,0,1957,
2017-04-08 13:00:00,26.1,21.3,0,11,0,25.1,0,0,0,
2017-04-08 15:10:02,26.9,21.4,0,11,0,25.1,0,0,3976,
2017-04-08 16:00:01,27.3,21.4,0,11,0,25.1,0,1461,0,
2017-04-08 17:00:01,27.6,21.4,0,10,0,25.2,0,0,0,
2017-04-08 18:00:01,27.8,21.5,0,9,0,25.1,0,3126,0,
2017-04-08 19:00:01,27.9,21.5,0,9,0,25.1,0,0,0,
2017-04-08 20:00:02,27.8,21.5,0,9,0,25.1,0,0,0,
2017-04-08 21:00:02,27.7,21.5,0,10,0,25.2,0,0,1704,
2017-04-08 22:00:00,27.6,21.4,0,10,0,25.2,0,5939,1036,
2017-04-08 23:00:00,27.5,21.4,0,10,0,25.2,0,0,0,
2017-04-09 00:00:01,27.3,21.4,0,10,0,25.2,0,0,0,
2017-04-09 01:00:00,27.1,21.4,0,10,0,25.2,0,0,0,
2017-04-09 02:00:01,27,21.4,0,11,0,25.1,0,0,0,
2017-04-09 03:00:02,26.8,21.4,0,11,0,25.2,0,0,0,
2017-04-09 04:00:02,26.7,21.4,0,10,0,25.2,0,0,0,
2017-04-09 05:00:00,26.5,21.4,0,10,0,25.1,0,0,0,
2017-04-09 06:00:01,26.3,21.4,0,11,0,25.2,0,0,0,
2017-04-09 07:00:02,26.1,21.4,0,11,0,25.2,0,0,0,
2017-04-09 08:00:02,26.1,21.4,0,11,0,25.2,0,0,0,
2017-04-09 09:00:00,25.9,21.4,0,10,0,25.1,0,0,0,
2017-04-09 10:00:01,25.9,21.4,0,11,0,25.2,0,0,0,
2017-04-09 11:00:01,26,21.4,0,11,0,25.2,0,4946,3489,
2017-04-09 12:00:01,26.3,21.5,0,11,0,25.2,0,0,298,
2017-04-09 13:00:00,26.6,21.6,0,9,0,25.2,0,0,0,
2017-04-09 14:00:01,26.9,21.6,0,11,0,25.2,0,0,794,
2017-04-09 15:00:02,27.2,21.6,0,10,0,25.2,0,0,0,
2017-04-09 16:00:00,27.5,21.7,0,10,0,25.2,0,0,0,
2017-04-09 17:00:00,27.8,21.7,0,11,0,25.2,0,0,0,
2017-04-09 18:00:01,28,21.8,0,11,0,25.2,0,0,0,
2017-04-09 19:00:02,28.2,21.8,0,11,0,25.2,0,5228,2553,
2017-04-09 20:00:01,28.2,21.8,0,11,0,25.2,0,0,0,
2017-04-09 21:00:02,28.1,21.8,0,10,0,25.2,0,0,0,
2017-04-09 22:00:00,28,21.8,0,10,0,25.2,0,0,0,
2017-04-09 23:00:01,27.8,21.8,0,11,0,25.2,0,0,0,
2017-04-10 00:00:02,27.7,21.8,0,12,0,25.2,0,0,0,
2017-04-10 01:00:01,27.5,21.8,0,10,0,25.2,0,0,0,
2017-04-10 02:00:02,27.3,21.8,0,11,0,25.2,0,0,0,
2017-04-10 03:00:02,27.1,21.8,0,10,0,25.2,0,0,0,
2017-04-10 04:00:00,27,21.8,0,10,0,25.2,0,0,0,
2017-04-10 05:00:01,26.9,21.7,0,10,0,25.2,0,0,0,
2017-04-10 06:00:02,26.7,21.8,0,10,0,25.2,0,3383,3819,
2017-04-10 07:00:00,26.6,21.7,0,11,0,25.2,0,1578,1816,
2017-04-10 08:00:00,26.5,21.7,0,9,0,25.2,0,860,0,
2017-04-10 09:00:03,26.4,21.7,0,10,0,25.2,0,698,1053,
2017-04-10 10:00:00,26.4,21.7,0,10,0,25.2,0,506,2074,
2017-04-10 11:00:00,26.5,21.7,0,9,0,25.2,0,1948,0,
2017-04-10 12:00:01,26.7,21.8,0,8,0,25.2,0,0,0,
2017-04-10 13:00:02,26.9,21.8,0,9,0,25.2,0,0,0,
2017-04-10 14:00:00,27.2,21.8,0,10,0,25.2,0,0,0,
2017-04-10 15:00:01,27.6,21.9,0,9,0,25.2,0,0,0,
2017-04-10 16:00:02,28,22,0,10,0,25.2,0,0,0,
2017-04-10 17:00:02,28.4,22,0,10,0,25.2,0,0,0,
